日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分,JCN,法人番号,住所,法人名,法人名(カナ),更新日時,企業ホームページ,事業概要,従業員数,代表者名,特許情報
20230929,5337,ダントーホールディングス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,9140001085662,9140001085662,兵庫県南あわじ市北阿万伊賀野１２９０番地,ダントーホールディングス株式会社,だんとーほーるでぃんぐす,2018-04-10T00:00:00+09:00,,,14,代表取締役会長兼社長　　加　藤　友　彦,商標 1件（deeplus）
20230929,5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,2120101021352,2120101021352,大阪府大阪市中央区常盤町１丁目３番８号,ＡＳＡＨＩ　ＥＩＴＯホールディングス株式会社,あさひえいとうほーるでぃんぐす,2023-06-06T00:00:00+09:00,,,54,代表取締役　星野　和也,
20230929,5344,ＭＡＲＵＷＡ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1,2180001079691,2180001079691,愛知県尾張旭市南本地ケ原町３丁目８３番地,株式会社ＭＡＲＵＷＡ,まるわ,2022-04-26T00:00:00+09:00,http://www.maruwa-g.com/,エレクトロニクス用・産業用セラミックス及び電子部品の開発・製造・販売,551,代表取締役社長　　神戸　俊郎,特許 23件（クロスダイポールアンテナ / 球状窒化アルミニウム粉末及びその製造方法 / 窒化ケイ素焼結体 / 球状窒化アルミニウム粉末 / ヘリカルアンテナ及びアンテナ装置 他） 意匠 3件（アンテナモジュール / チップアンテナ / アンテナ素子） 商標 1件（VIOLED）
20230929,5351,品川リフラクトリーズ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,9010001008685,9010001008685,東京都千代田区大手町２丁目２番１号,品川リフラクトリーズ株式会社,しながわりふらくとりーず,2022-04-13T00:00:00+09:00,http://www.shinagawa.co.jp/,各種耐火物の製造および販売、エンジニアリング・築炉工事,1221,代表取締役社長　　藤原　弘之,特許 114件（支持装置および施工方法 / 連続鋳造用浸漬ノズル / 耐火物部材を製造する方法および耐火物部材 / 高炉出銑樋および出銑方法 / 容器に収容された溶鋼上に添加するフラックス 他） 意匠 1件（浸漬ノズル） 商標 2件（パイロテックス / PYROTEX）
20230929,5352,黒崎播磨,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,3290801009910,3290801009910,福岡県北九州市八幡西区東浜町１番１号,黒崎播磨株式会社,くろさきはりま,2021-10-25T00:00:00+09:00,http://www.krosaki.co.jp/,耐火物・ファインセラミックスの製造販売,1574,取締役社長  江 川 和 宏,特許 175件（アルミナ焼結体及び静電チャック / 吹付装置及び吹付材料 / マグネシアカーボンれんが及びその製造方法 / スライディングノズル装置用のプレート並びにその製造方法及び製造装置 / 静電チャック用給電部及び静電チャック 他） 意匠 5件（スキッドパイプ用耐火ブロック / 熱風炉蓄熱用れんが / 金属製部材被覆用耐火ブロック / スライディングノズル装置用スライド金枠 / スライディングノズル装置用連結具 他） 商標 9件（Dry-Free / KROTECT / PLATECT / REX‐ROBO / §K\KROSAKI 他）
20230929,5355,日本坩堝,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,9011001018113,9011001018113,東京都渋谷区恵比寿１丁目２１番３号,日本坩堝株式会社,にほんるつぼ,2023-04-21T00:00:00+09:00,,,245,代表取締役社長　　西村　有司,特許 11件（浸漬ヒーターユニット / 導電性容器及び通電加熱装置 / 構築物、及び、構築物の施工方法 / 硬化促進剤、セメント組成物、及び不定形耐火物 / 誘導炉用ルツボユニット及びルツボ形誘導炉 他） 意匠 1件（鋳造用坩堝） 商標 6件（Freedom / LITETEX / 日本坩堝株式会社 / 日本坩▲堝▼株式会社 / ZIRCONIX 他）
20230929,5357,ヨータイ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,8120101038845,8120101038845,大阪府貝塚市二色中町８番１,株式会社ヨータイ,よーたい,2018-07-11T00:00:00+09:00,http://www.yotai.co.jp/,耐火物・ニューセラミックスの製造および関連エンジニアリング事業,566,取締役社長　　田　口　三　男,特許 8件（キャスタブル耐火物 / 使用済みマグネシアスピネル耐火物のリサイクル方法 / 耐火物被覆メタルアンカー及びこれを用いた高温炉 / 低カーボンMgO-Cれんが及びその製造方法 / ポルトランドセメント質急結剤スラリー及び湿式吹き付け施工方法 他）
20230929,5363,東京窯業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,2010001023781,2010001023781,東京都港区港南２丁目１１番１号,東京窯業株式会社,とうきょうようぎょう,2019-02-15T00:00:00+09:00,,,421,代表取締役社長　　牛込　伸隆,特許 90件（固体基準物質及び水素ガスセンサ / 蓄熱体及び蓄熱体の製造方法 / アトマイズ装置 / 熱処理治具用組成物、及び熱処理治具の製造方法 / ダイカスト用スリーブの設置構造及びダイカスト用スリーブ 他） 意匠 7件（焼成炉用間隔保持具 / 工業炉用蓄熱材 / 伝熱促進体 / ガス吹きノズル / リジェネバーナ用蓄熱材 他） 商標 12件（FirePatch / GHS\ガスホルダーシステム / Castor box\カストールボックス / ケンコーネ / グラファイター 他）
20230929,5367,ニッカトー,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,8120101006505,8120101006505,大阪府堺市堺区遠里小野町３丁２番２４号,株式会社ニッカトー,にっかとー,2018-06-28T00:00:00+09:00,,,288,代表取締役社長　　大　西　宏　司,特許 10件（耐熱性及び耐久性にすぐれたムライト焼結体及びその製造方法 / ジルコニア焼結体からなる熱処理用部材 / 凹凸加工表面を有するセラミックス焼結体からなる熱処理用セッター / セラミック球体検査装置 / 高温特性及び耐食性に優れたアルミナ焼結体 他）  商標 2件（§NIKKATO CORPORATION / CeraFlow）
20230929,5368,日本インシュレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,1120001040610,1120001040610,大阪府大阪市中央区南船場１丁目１８番１７号,日本インシュレーション株式会社,にっぽんいんしゅれーしょん,2018-07-04T00:00:00+09:00,,,405,代表取締役社長執行役員　吉井　智彦,特許 6件（滑り免震装置の耐火構造 / 断熱材及びその製造方法、並びに組成物 / 免震装置の耐火被覆構造 / 遮熱扉 / 断熱材用成形体及びその製造方法 他）  商標 9件（ぼうしょくたすけ / タイカライトラック / ニュータイカライトR / ニュータイカライトコラムR / §X∞XONOT5∞X X X X X 他）
20230929,5380,新東,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,9180301015778,9180301015778,愛知県高浜市論地町４丁目７番地２,新東株式会社,しんとう,2018-10-23T00:00:00+09:00,,,89,代表取締役社長　　石川　達也,特許 2件（袖瓦 / 廻り隅瓦焼成用保持台） 意匠 1件（袖かわら） 商標 5件（onigawara iemori\鬼瓦家守 / レコシリーズ / S-PRO / 新東サンブレスシリーズ / エムバリエシリーズ 他）
20230929,5381,Ｍｉｐｏｘ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,2012801002444,2012801002444,栃木県鹿沼市さつき町１８番地,Ｍｉｐｏｘ株式会社,まいぽっくす,2023-07-31T00:00:00+09:00,,,368,代表取締役社長　　渡　邉　　淳,特許 2件（金属薄板やすり / 照明装置および観察システム）  商標 17件（§Ref Lite / 耐taiQ / §ORIENT\omuni / §Omuni\ORIENT / omnisheet 他）
20230929,5384,フジミインコーポレーテッド,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1,7180001045697,7180001045697,愛知県清須市西枇杷島町地領２丁目１番地１,株式会社フジミインコーポレーテッド,ふじみいんこーぽれーてっど,2018-07-11T00:00:00+09:00,,研磨材等の製造販売,732,代表取締役社長　　関　敬史,特許 158件（研磨用組成物 / 研磨用組成物および磁気ディスク基板製造方法 / シリカゾルの製造方法 / 化粧料用白色顔料、化粧料 / 粉末積層造形用粉末材料及び造形物の製造方法 他）  商標 5件（F-TiP / MIRAFLEX / CLEALITE / CERAPOLISH / F-Cube 他）
20230929,5386,鶴弥,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,2180001091861,2180001091861,愛知県半田市州の崎町２番地１２,株式会社鶴弥,つるや,2018-07-11T00:00:00+09:00,,,370,代表取締役社長　　鶴見　哲,特許 7件（平板瓦 / 屋根及びその構築方法 / 袖瓦 / 陶板壁材素材の押出成形方法及び押出成形装置 / 瓦桟及び瓦の取付構造 他） 意匠 6件（平板瓦 / 壁板 / 収納棚 / 棚板 / 瓦 他） 商標 10件（KAWALIFE / らく棟 / スーパートライ110スマート / イチ イチ マル\スーパートライ110 スマート∞SUPER TRY / 美軽 他）
20230929,5388,クニミネ工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,6010001015098,6010001015098,東京都千代田区岩本町１丁目１０番５号,クニミネ工業株式会社,くにみねこうぎょう,2018-04-13T00:00:00+09:00,,,240,代表取締役社長　　勢藤　大輔,特許 17件（振動センサー及び振動検知システム / 蓄電デバイス / 逸泥抑止材 / スメクタイトスラリー / モンモリロナイトスラリー、粘土膜およびモンモリロナイトスラリーの製造方法 他）  商標 20件（クニシャイン\KUNISHINE / KanbenCosmetics / アクニス / Aqunis / 阿賀のゆ 他）
20230929,5391,エーアンドエーマテリアル,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2,9020001040448,9020001040448,神奈川県横浜市鶴見区鶴見中央２丁目５番５号,株式会社エーアンドエーマテリアル,えーあんどえーまてりある,2023-04-12T00:00:00+09:00,http://www2.aa-material.co.jp/,"（建材事業本部）
1)不燃建築材料の製造、販売及び工事の設計
2)耐火二層管の販売（耐火二層管、耐火二層管専用目地処理材）
3)鉄骨耐火被覆工事の設計、施工

（工業製品事業本部）
1)工業用摩擦材・シール材、保温保冷断熱材、船舶用資材、防音材、伸縮継手他各種工業用材料・機器の製造、販売
2)保温、保冷、空調、断熱、防音、耐火工事の設計、施工",863,代表取締役社長    巻　野　　徹,特許 25件（樹脂混合ケイ酸カルシウム成形体 / ラス材支持具及びこれを使用する吹付け被覆材の施工方法 / 不燃吹付け断熱材の施工方法 / 伸縮継手、伸縮継手の防食方法および伸縮継手のメンテナンス方法 / 窯業系化粧板 他）  商標 31件（KSボード / Vガード / ラプシュシュ / リペアウェット / ヨドックス粒 他）
20230929,5393,ニチアス,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1,9010401021486,9010401021486,東京都中央区八丁堀１丁目６番１号,ニチアス株式会社,にちあす,2018-09-06T00:00:00+09:00,http://www.nichias.co.jp/,"・工業用ガスケット・パッキン、各種断熱材、半導体製造装置用ふっ素樹脂製品、自動車部品の製造および販売
・ビル・一般住宅向け不燃建材・断熱材の製造および販売
・ＯＡフロア工事および耐火被覆工事
・電力プラント・ＬＮＧプラント・石油化学プラント・ゴミ焼却施設などの保温・保冷工事
・海外拠点での生産・販売・工事　ほか",1557,代表取締役社長    亀　津　克　己,特許 125件（不良品判定システム / ディスクブレーキ用シムおよびディスクブレーキ / 無機繊維、無機繊維製品、無機繊維製品の製造方法、無機繊維製造用組成物及び無機繊維の製造方法 / 多孔体 / 除湿部材、除湿ローター、および、除湿部材の製造方法 他） 意匠 8件（合成樹脂シート / フロアパネル用カバー / フリーアクセスフロアパネル / フロアパネル用支持脚 / スタッドピン 他） 商標 85件（GRCハイウォール / パラトルエレファント / METAFOAM / NOAフロア / EXCELIDE 他）
20230929,5395,理研コランダム,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-,6030001061891,6030001061891,埼玉県鴻巣市宮前５４７番地の１,理研コランダム株式会社,りけんこらんだむ,2018-04-18T00:00:00+09:00,,,106,代表取締役社長　　増田　富美雄,"商標 2件（§RIKEN∞CORUNDUM ABRASIVES∞RIKEN CORUNDUM CO.,LTD. / リックル\RICRLE）"
20230929,5401,日本製鉄,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,2,TOPIX Large70,3010001008848,3010001008848,東京都千代田区丸の内２丁目６番１号,日本製鉄株式会社,にっぽんせいてつ,2020-04-21T00:00:00+09:00,https://www.nipponsteel.com/,鉄鋼業,28708,代表取締役社長    橋　本　英　二,特許 5003件（二相ステンレス鋼材 / マルテンサイト系ステンレス鋼管 / プレス成形品の製造方法及びブランク / 無方向性電磁鋼板、鉄心、鉄心の製造方法、モータ、およびモータの製造方法 / 自動車外装部品 他） 意匠 35件（壁用出隅キャップ材 / 壁用見切縁材 / 壁用出隅受け材 / 鉄道車両の連結装置における緩衝器用引張棒 / 管端保護具 他） 商標 175件（NSLT / NEOTARD / Carbolex / NSCARBOLEX / NSAC 他）
20230929,5406,神戸製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400,6140001005714,6140001005714,兵庫県神戸市中央区脇浜海岸通２丁目２番４号,株式会社神戸製鋼所,こうべせいこうしょ,2023-10-06T00:00:00+09:00,http://www.kobelco.co.jp/,鉄鋼・アルミ・銅などの素材およびそれらを接合するための技術である溶接を中心とした「素材系事業」、圧縮機などの産業機械およびショベル・クレーンなどの建設機械を中心とした「機械系事業」、火力発電所による電力卸事業（IPP)を中心とした「電力事業」をビジネスの三本柱としている。,11368,代表取締役社長　　山口　貢,特許 1563件（ロボットの制御方法、およびロボットの制御装置 / 磁気ディスク用アルミニウム合金板、磁気ディスク用アルミニウム合金ブランクおよび磁気ディスク用アルミニウム合金サブストレート / 高強度鋼板の製造方法 / 圧縮機ユニット / スクリュ圧縮機 他） 意匠 18件（溶接トーチ用アダプタ / ペールパック用キンク防止治具 / 溶接機 / 溶接用摺動銅当て金 / 溶接装置用操作器 他） 商標 74件（Kobenable / EX-Facter / KELMOS / KOBENABLE Premier / KOBENABLE 他）
20230929,5408,中山製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,5120001027901,5120001027901,大阪府大阪市大正区船町１丁目１番６６号,株式会社中山製鋼所,,2022-10-03T00:00:00+09:00,http://www.nakayama-steel.co.jp/,"・鉄鋼・鉄鋼二次製品の製造販売
・エンジニアリング事業
・不動産の賃貸・売買",849,代表取締役社長    箱　守　一　昭,特許 2件（ナット保持構造の組立治具及び組立方法 / 熱延鋼板、高強度冷延鋼板およびそれらの製造方法） 意匠 3件（鋼製増殖礁 / 藻場増殖基質 / 人工魚礁） 商標 5件（中山三星建材 / アクア30 / 74アクア30 / 74アクア / 74アクア塗装 他）
20230929,5410,合同製鐵,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,6120001049614,6120001049614,大阪府大阪市北区堂島浜２丁目２番８号,合同製鐵株式会社,ごうどうせいてつ,2018-04-25T00:00:00+09:00,,,712,代表取締役社長　　内　田　裕　之,特許 1件（人工石材の製造方法）
20230929,5411,ＪＦＥホールディングス,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400,6010001080308,6010001080308,東京都千代田区内幸町２丁目２番３号,ＪＦＥホールディングス株式会社,じぇいえふいーほーるでぃんぐす,2022-07-22T00:00:00+09:00,,,55,代表取締役社長　　柿　木　厚　司,商標 17件（JFE-EH / JFE-METS / JFERABBIT / 443ファミリー / 443Family 他）
20230929,5423,東京製鐵,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1,8010001008819,8010001008819,東京都千代田区霞が関３丁目７番１号霞が関東急ビル,東京製鐵株式会社,とうきょうせいてつ,2018-07-13T00:00:00+09:00,,,1055,代表取締役社長　　奈良　暢明,商標 2件（§S / 東京製鐵）
20230929,5440,共英製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1,5120001062898,5120001062898,大阪府大阪市北区堂島浜１丁目４番１６号,共英製鋼株式会社,きょうえいせいこう,2021-07-19T00:00:00+09:00,https://www.kyoeisteel.co.jp/,電炉による製鉄業,778,代表取締役社長　　廣冨　靖以,特許 6件（炉壁の損耗量測定装置及び炉壁の損耗量測定方法 / 炉壁の形状測定装置及び炉壁の形状測定方法 / 炉壁の形状・損耗測定装置及び炉壁の形状・損耗測定方法 / 画像生成装置及び画像生成方法 / 定着部付き鉄筋、及びアンカーボルト 他）  商標 6件（テツクル / エコななよん\ECO74 / ななヨンちゃん∞コメットくん / ステッキバー / KYOEI STEEL 他）
20230929,5444,大和工業,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400,8140001059873,8140001059873,兵庫県姫路市大津区吉美３８０番地,大和工業株式会社,やまとこうぎょう,2018-07-10T00:00:00+09:00,http://www.yamatokogyo.co.jp/,持株会社（鉄鋼事業会社を傘下においております。）＊グループ会社では鉄鋼業、鉄道用品製造業を行なっております。,65,代表取締役社長　　小　林　幹　生,特許 1件（還元スラグに含まれるフッ素の不溶化処理方法）
20230929,5445,東京鐵鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,8060001014498,8060001014498,栃木県小山市大字横倉新田５２０番地,東京鐵鋼株式会社,とうきょうてっこう,2018-08-01T00:00:00+09:00,http://www.tokyotekko.co.jp,"●鉄筋コンクリート用棒鋼
・ねじ節異形棒鋼「ネジテツコン」
・一般異形棒鋼「トーテツコン」
●機械式継手
・ねじ節鉄筋継手「エースジョイント」「エポックジョイント」
　 「リレージョイント」「フリージョイント」
・モルタル充填式継手「トップスジョイント」「ボルトップス」
●機械式鉄筋定着金物
・ネジテツコン用定着金物「プレートナット」
・ネジ式プレート定着型せん断補強筋「プレートフック」
●鉄筋加工製品
・溶接閉鎖型せん断補強筋「パワーリング」
●鉄骨露出型柱脚工法
・「スマートベース工法」「ネジベース工法」",585,代表取締役社長　　吉　原　毎　文,特許 20件（鉄筋用継手 / ネジ鉄筋用継手 / 鉄筋籠および鉄筋籠の形状回復方法 / 鉄筋接続構造及びボックスカルバートの配筋方法 / 鉄筋連結具 他） 意匠 2件（貫通孔補強筋 / 鉄筋） 商標 7件（ユニットラス\UNIT LATH / トーテツユニットラス\TOTETSU UNIT LATH / LOOK JOINT\ルックジョイント / DRUM-RCS構法 / クローバーレン 他）
20230929,5446,北越メタル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-,9110001023162,9110001023162,新潟県長岡市蔵王３丁目３番１号,北越メタル株式会社,ほくえつめたる,2019-10-24T00:00:00+09:00,http://www.hokume.co.jp/,電気炉による製鋼・圧延業,380,代表取締役社長　　棚橋　章,特許 1件（複合開先付き異形棒鋼とその杭頭接合構造）
20230929,5449,大阪製鐵,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,1120001028390,1120001028390,大阪府大阪市大正区南恩加島１丁目９番３号,大阪製鐵株式会社,おおさかせいてつ,2023-07-11T00:00:00+09:00,http://www.osaka-seitetu.co.jp/,鉄スクラップを原料とした鉄鋼製品の生産・販売,559,代表取締役社長　　野　村　泰　介,特許 1件（棒鋼材束本数分離装置）  商標 3件（お客様とともに、誠実・安心・成長∞大鐵 MADE∞OSAKA STEEL GROUP / DAITETSU MADE / 大鐵 MADE）
20230929,5451,淀川製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1,4120001077591,4120001077591,大阪府大阪市中央区南本町４丁目１番１号,株式会社淀川製鋼所,よどがわせいこうしょ,2021-06-14T00:00:00+09:00,,,1211,代表取締役社長　二田　哲,特許 19件（屈曲サンドイッチパネル / 種類別数量情報作成装置、種類別数量情報作成方法、および、種類別数量情報作成プログラム / 溝蓋穴閉塞キャップ / 開口形成構造物の嵌込蓋 / マーキング体 他） 意匠 8件（車止め / 屋根板材 / グレーチング固定具用金具 / グレーチング用固定具 / 組立て車庫 他） 商標 72件（ヨドコウプラス / YODOKO PLUS / YODOGALVALUME STEEL / YODOKO+ / YODOKO 他）
20230929,5458,高砂鐵工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-,6011401003931,6011401003931,東京都板橋区新河岸１丁目１番１号,高砂鉄工株式会社,たかさごてっこう,2018-07-12T00:00:00+09:00,,,126,代表取締役社長　　加藤　勘二,
20230929,5461,中部鋼鈑,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,2180001020102,2180001020102,愛知県名古屋市中川区小碓通５丁目１番地,中部鋼鈑株式会社,ちゅうぶこうはん,2018-07-17T00:00:00+09:00,,,355,代表取締役社長　重松　久美男,
20230929,5463,丸一鋼管,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400,5120001047593,5120001047593,大阪府大阪市中央区難波５丁目１番６０号,丸一鋼管株式会社,まるいちこうかん,2018-10-24T00:00:00+09:00,http://www.maruichikokan.co.jp/,熔接鋼管の製造・加工・販売,622,代表取締役　　鈴　木　博　之,特許 3件（接合構造体 / 異径鋼管同士の接合方法及び接合構造 / 支柱根元の犬猫放尿防止用構造物）  商標 3件（Shapely Pole\シェイプリーポール / MKK / クロスフレーム）
20230929,5464,モリ工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,2120101034032,2120101034032,大阪府河内長野市楠町東１６１５番地,モリ工業株式会社,もりこうぎょう,2018-04-06T00:00:00+09:00,http://www.mory.co.jp/index.html,ステンレス管の製造・販売,600,代表取締役社長　　森　　　宏　明,特許 3件（連結装置及びそれを使用した物干し器 / 枢支装置及びそれを使用した物干し器 / 家庭用パイプ構造物のパイプ連結構造） 意匠 3件（物干し器 / 室内物干し / 物干しざお支柱） 商標 1件（mory）
20230929,5471,大同特殊鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400,6180001037514,6180001037514,愛知県名古屋市東区東桜１丁目１番１０号,大同特殊鋼株式会社,だいどうとくしゅこう,2018-07-17T00:00:00+09:00,,,3419,代表取締役社長　　清　水　哲　也,特許 282件（コバルト基合金造形物およびコバルト基合金製造物の製造方法 / 電流検出用抵抗器、回路基板及び電流検出用抵抗器の製造方法 / 金属粉末 / 金型用工具鋼の製造方法 / 高硬度部材及びその製造方法 他）  商標 45件（WSD / Thermo-tainable / DH31-EX / LTX / e-QUALITY 他）
20230929,5476,日本高周波鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,1010001016852,1010001016852,東京都千代田区岩本町１丁目１０番５号,日本高周波鋼業株式会社,にほんこうしゅうはこうぎょう,2023-07-31T00:00:00+09:00,,,509,代表取締役社長　　小椋　大輔,特許 4件（鏡面仕上げ性に優れた金型用鋼 / 熱間工具鋼 / 磁歪部材およびその製造方法 / 高鏡面プラスチック金型用鋼）  商標 18件（KDA1ESD / KDA1L / KOSHUHA / KRCX / KTV 他）
20230929,5480,日本冶金工業,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1,2010001034977,2010001034977,東京都中央区京橋１丁目５番８号,日本冶金工業株式会社,にっぽんやきんこうぎょう,2022-04-12T00:00:00+09:00,,,1106,代表取締役社長　　久保田　尚志,特許 63件（耐酸化性に優れたオーステナイト系Ni-Cr-Fe合金とその製造方法 / 抗菌性に優れるNi合金 / 加工性と高温強度が優れるFe-Cr-Ni系合金 / 耐酸化性に優れたオーステナイト系Fe-Ni-Cr合金およびその製造方法 / 連続鋳造用発熱性モールドパウダーおよび連続鋳造方法 他）  商標 16件（ナス鋼帯 / クリーンメタル / 宮津海陸運輸 / ナストーア / ナスエンジニアリング 他）
20230929,5481,山陽特殊製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1,6140001058935,6140001058935,兵庫県姫路市飾磨区中島字一文字３００７番地,山陽特殊製鋼株式会社,さんようとくしゅせいこう,2023-07-11T00:00:00+09:00,,,1623,代表取締役社長　　宮 本 勝 弘,特許 167件（スパッタリングターゲット材 / 高温強度と靭性に優れた熱間工具鋼 / 冷間工具鋼および該鋼を用いた工具及び金型 / 軟磁性扁平粉末 / Fe基合金粉末 他）  商標 18件（PST / PSB / PCY / MPM / CCMS 他）
20230929,5482,愛知製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,9180001094156,9180001094156,愛知県東海市荒尾町ワノ割１番地,愛知製鋼株式会社,あいちせいこう,2018-07-11T00:00:00+09:00,http://www.aichi-steel.co.jp/,鋼材、鍛造品、電子機能材料・部品及び磁石応用製品の製造・販売,2733,代表取締役社長　　後藤　尚英,特許 118件（歯車付電動機 / 温間鍛造用肌焼鋼及びこれを用いて製造した鍛造粗形材 / 磁気マーカ / ディファレンシャル・ハイポイドギヤ、ピニオンギヤ、およびこれらを組み合わせてなるハイポイドギヤ対 / 真空浸炭用粗形材及びその製造方法 他）  商標 31件（§C∞N∞AICHI STEEL\Carbon\Neutral∞2050 / §C∞N / PDMA / §G∞GMPS / マグネディスク 他）
20230929,5484,東北特殊鋼,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-,2370001002444,2370001002444,宮城県仙台市太白区長町７丁目２０番１号,東北特殊鋼株式会社,とうほくとくしゅこう,2018-07-26T00:00:00+09:00,http://www.tohokusteel.com/,特殊鋼製造販売,392,代表取締役社長　　成瀬　真司,
20230929,5491,日本金属,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2,1011401011162,1011401011162,東京都板橋区舟渡４丁目１０番１号,日本金属株式会社,にっぽんきんぞく,2018-07-06T00:00:00+09:00,,,589,取締役社長　　下　川　康　志,特許 4件（強度-延性バランスと常温加工性に優れたマグネシウム合金板 / フューエルレール用ステンレス鋼 / 常温成形性に優れたマグネシウム合金板およびその製造方法 / ばね及びばね材料） 意匠 1件（グレーチング用主部材） 商標 3件（Fine Profile\ファイン・プロファイル / FINE PEEK‐ST\ファイン ピーク ステンレス / FINE BLACK）
20230929,5525,フロンティアホールディングス,PRO Market,8050,不動産業,17,不動産 ,-,-,,,,,,,,,,,
20230929,5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-,5011001137024,5011001137024,東京都渋谷区本町３丁目１２番１号,株式会社ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,ぷろぱてぃてくのろじーず,2021-05-24T00:00:00+09:00,,,20,代表取締役社長　濱中　雄大,商標 6件（§1\HOME / §S∞S∞S∞S / §KAITRY / pp\tc∞property\technologies / pptc 他）
20230929,5528,フロンティアハウス,PRO Market,8050,不動産業,17,不動産 ,-,-,,,,,,,,,,,
20230929,5529,Ｎｏ．１都市開発,PRO Market,8050,不動産業,17,不動産 ,-,-,,,,,,,,,,,
20230929,5531,中山不動産,PRO Market,8050,不動産業,17,不動産 ,-,-,,,,,,,,,,,
20230929,5532,リアルゲイト,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-,2010401098366,2010401098366,東京都渋谷区千駄ヶ谷３丁目５１番１０号,株式会社リアルゲイト,りあるげいと,2023-02-08T00:00:00+09:00,,,85,,商標 32件（LANTIQUE / THE N3 / neu.Room / THE BATON / CASK 他）
